Product Name,Price,Rating,Best Seller,Brand,Discount,Department,website
HP ProBook 450 G10 ( 816P4EA )(Core I7-1355U 10 Cores - Ram 16GB DDR4 - Hard1TB SSD -GPU Nvidia RTX 2050 4GB - Display 15.6 FHD IPS - Backlit KYB - OS DOS -Color Silver),"EGP 49,499.00",0.0,0.0,HP,0%,Laptops,Jumia
Mini VGA To AV Video Converter VGA To RCA PC To,EGP 190.00,5.0,0.0,Generic,0%,Laptops,Jumia
"Asus Laptop Asus Vivobook15-X1504ZA-NJ061 Intel Core I5-1235U, 8GB RAM, 512GB SSD, Intel Iris X Graphics, 15.6 Inch FHD With 180 Degree Hinge, A/E KB, Silver","EGP 22,717.00",0.0,0.0,Asus,6%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15IRH8 83EM00D5ED Intel® Core™i5-13420H , 16GB RAM , 512GB SSD , UHD , 15.6"" FHD - Grey","EGP 26,520.00",0.0,0.0,Lenovo,18%,Laptops,Jumia
"Lenovo LOQ 15IAX9E Gaming Laptop Intel® Core™ I5-12450HX, 16GB RAM 512GB SSD, NVIDIA® GeForce RTX™ 3050 6GB, 15.6” 144Hz - Luna Grey","EGP 38,250.00",4.0,0.0,Lenovo,23%,Laptops,Jumia
MSI NB-MSI-CYBORG 15 A13VF-882-CI7 13620H-512GB SSD-16GB-RTX4060 8GB-15.6FHD-DOS-BK,"EGP 50,399.00",0.0,0.0,MSI,5%,Laptops,Jumia
MSI Cyborg 15 A13VF 15.6 FHD 144Hz IPS Core I7-13620H RAM 16GB DDR5 512GB SSD GeForce RTX 4060 8GB+FREE BAGE,"EGP 50,299.00",0.0,0.0,MSI,33%,Laptops,Jumia
MSI Thin B12UCX- CPU Alder Lake I5 12450H- RAM 8G DDR5 (3200MHz) - 512GB NVMe PCIe SSD- VGA RTX 2050 GDDR6 4GB- FHD 144Hz IPS -Blue Backlit  2 Yr - Cosmos Gray-( 9S7-16R831-2616 ),"EGP 30,499.00",0.0,0.0,MSI,15%,Laptops,Jumia
"Lenovo Laptop Lenovo LOQ 15IAX9 Gaming - Intel Core-i5-12450HX-12Gen, 12 GB RAM , 512GB SSD ,Nvidia RTX 3050 6GB, 15.6 Inch FHD, Backlit A/E KB, Storm Grey ,Windows 11","EGP 38,210.00",5.0,0.0,Lenovo,6%,Laptops,Jumia
"MSI Modern 15H B13M Intel Core I7-13620H 512GB SSD 8GB Ram Intel Iris Xe Graphics 15.6"" Inch FHD","EGP 26,380.00",0.0,0.0,MSI,21%,Laptops,Jumia
DELL Laptop I3-1215U- 4G -256G Ssd - Uhd - 15.6 Inch Fhd -Vostro 3520-Black,"EGP 15,200.00",0.0,0.0,DELL,21%,Laptops,Jumia
Asus TUF Gaming A15 FA506NFR-HN007W AMD Ryzen 7 7435HS 512GB SSD 8GB Ram Nvidia GeForce RTX 2050 4GB 15.6'' Inch FHD Win.11,"EGP 31,750.00",0.0,0.0,Asus,11%,Laptops,Jumia
"DELL Vostro 3520 Laptop, Intel Core I3-1215U Processor, 15.6 Inch FHD Display, 512 GB SSD, 8 GB RAM DDR4, Intel UHD Graphics, DOS - Black","EGP 16,999.00",0.0,0.0,DELL,0%,Laptops,Jumia
"Lenovo Laptop I7-1255U-8G-512Gb-Iris Xe -15.6"" Fhd -Win 11-Abyss Blue-82Qd00Aved-Ideapad 1","EGP 29,580.00",0.0,0.0,Lenovo,15%,Laptops,Jumia
HP Laptop I3-1315U -4Gb- 256Gb Ssd -Uhd-15.6'' Fhd -Moonlight Blue-15-Fd0031Ne,"EGP 16,320.00",0.0,0.0,HP,18%,Laptops,Jumia
"HP Victus 15-fa1009ne Laptop - Intel Core I5-13500H - 8GB - 1TB SSD - NVIDIA GeForce RTX 3050 6GB - 15.6"" FHD - Win11 - Performance Blue","EGP 39,999.00",0.0,0.0,HP,26%,Laptops,Jumia
"Apple MacBook Air 13 Inch M1 Chip With 8-core CPU And 8-core GPU, 8GB, 256GB SSD - Grey","EGP 35,950.00",0.0,0.0,Apple,3%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15IRH8 83EM007VED Laptop, Intel Core I7-13620H, 512GB SSD, 16GB RAM, 15.6 Inch, FHD Display, Integrated Intel UHD Graphics, Windows 11 – Arctic Grey With Laptop Casual Toploading Bag, Black","EGP 31,999.00",5.0,0.0,Lenovo,11%,Laptops,Jumia
"Acer   TravelMate P6 14 - I5 - 1335U 8GB 512GB 14""WUXGA W11P","EGP 37,660.00",0.0,0.0,Acer,20%,Laptops,Jumia
MSI Cyborg 15 A13VF 15.6 FHD 144Hz IPS Core I7-13620H RAM 16GB DDR5 512GB SSD GeForce RTX 4060 8GB+FREE BAGE,"EGP 50,299.00",0.0,0.0,MSI,33%,Laptops,Jumia
"Acer TravelMate P6 14 - 53 - I7 - 1355U 16GB 512TB SSD  14""WUXGA  Touch W11P","EGP 41,850.00",0.0,0.0,Acer,25%,Laptops,Jumia
"Acer TravelMate P2 14 - I5 - 1335U 8GB 512GB 14""FHD W11P","EGP 25,950.00",0.0,0.0,Acer,23%,Laptops,Jumia
"Acer TravelMate P614 - I7 - 1355U 16GB 1TB SSD 14""WUXGA","EGP 43,520.00",0.0,0.0,Acer,26%,Laptops,Jumia
DELL Latitude 5430 Laptop - 12th Generation - Intel Core I5-1235U - 8GB DDR4 - M.2 512 GB PCIe NVMe,"EGP 49,280.00",0.0,0.0,DELL,12%,Laptops,Jumia
"Acer Laptop  TravelMate P4 14 - I7 - 1260P 16GB 512GB 14""WUXGA  W11","EGP 32,650.00",0.0,0.0,Acer,27%,Laptops,Jumia
Acer Aspire 3 A315-44P-R4GH Slim Laptop NX.KSJEM.004 CPU AMD Ryzen 7 5700U RAM 8 GB DDR4 HDD 512GB M.2 NVMe SSD VGA AMD Radeon Graphics 15.6 DOS Warranty 1 Year,"EGP 21,999.00",0.0,0.0,Acer,12%,Laptops,Jumia
Asus LapTop Zenbook Duo-UX8406MA-OLEDI7IG - 14 Inch - Intel Core Ultra 7 - 16GB/1TB SSD - WIN11 -   Inkwell Gray,"EGP 88,499.00",0.0,0.0,Asus,26%,Laptops,Jumia
"Asus VivoBook ,Celeron N4020 1.1GHz, 4GB, 256GB SSD Windows 11 Home,15.6 FHD","EGP 11,995.00",0.0,0.0,Asus,33%,Laptops,Jumia
Acer Predator Helios Neo PHN16-72-99PA Laptop Intel i9 14900HX 16GB DDR5 5600MHz 1TB SSD 16-inch 165Hz RTX 4060 8GB Windows 11 English (US) Keyboard,"EGP 95,999.00",0.0,0.0,Acer,20%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15IRH8 (Intel® Core™ I5-13420H - Ram 16GB LPDDR5 -Hard 512GB SSD -GPU Integrated Intel® UHD -Display 15.6""FHD - OS DOS -Color Arctic Grey - Lenovo Bag)","EGP 26,299.00",4.0,0.0,Lenovo,0%,Laptops,Jumia
Asus Laptop TUF Gaming F15 FX507VU-LP163W - 15.6 Inch Intel Core I7-13620H - 16GB/512GB SSD - RTX 4050 - Win 11 -  Jaeger Gray,"EGP 51,750.00",0.0,0.0,Asus,27%,Laptops,Jumia
"Asus Vivobook Go 15 OLED E1504FA-NJ005W( AMD Ryzen5-7520U-8GB LPDDR5-5200Mhz, 512GB M.2 NVMe-AMD Radeon Graphics-15.6-inch FHD 60Hz- Win 11-Cool Silver )","EGP 21,280.00",0.0,0.0,Asus,17%,Laptops,Jumia
"DELL Precision 3580 Mobile Workstation Laptop, 15.6"" FHD I7-1370P 32GB 1TB SSD","EGP 69,999.00",0.0,0.0,DELL,0%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15IRH8 ( Core I5-13420H-8G Ram DDR5-4800-512GB NVMe-Integrated Intel UHD Graphics-15.6 FHD, Win 11-Arctic Grey ) Bag Lenovo + 2Yr Warranty","EGP 29,600.00",0.0,0.0,Lenovo,0%,Laptops,Jumia
Lenovo LOQ 15IAX9 Gaming Laptop With LA1 Ai Chip NVIDIA GeForce RTX 3050 6GB Intel 12th Gen I5-12450HX 15.6 Inch FHD IPS 144Hz 100% SRGB With G-Sync 8GB DDR5 RAM  512GB PCIe SSD,"EGP 42,499.00",0.0,0.0,Lenovo,0%,Laptops,Jumia
"Acer Aspire 3 A315-59-31LZ (12th Gen Intel® Core™ i3-1215U - Ram 8GB - 512GB SSD - Intel UHD Graphics - 15.6"" FHD Comfy View- DOS -Silver)","EGP 17,499.00",5.0,0.0,Acer,0%,Laptops,Jumia
"DELL Vostro 3520 I3 1215U - 4GB - 265GB SSD - 15.6"" FHD - UBU - Black","EGP 13,990.00",0.0,0.0,DELL,0%,Laptops,Jumia
Lenovo  LOQ(Core i7-12650HX-16G Ram DDR5-512G NVMe-VGA 6G RTX4050-15.6FHD White Backlit- 144Hz- Win 11 -Luna Grey ) LenovoMouse + 2Yr,"EGP 45,850.00",0.0,0.0,Lenovo,8%,Laptops,Jumia
Asus TUF Gaming A15 FA506NFR-HN007W Gaming Laptop AMD R7 7435HS 8GB RAM 512GB SSD RTX 2050 4GB 15.6” FHD 144Hz Win11 Graphite Black – 90NR0JU7-M000R0,"EGP 31,749.00",0.0,0.0,Asus,16%,Laptops,Jumia
"MSI B12UDX-2224US Gaming Laptop Intel Core I5-12450H 512GB SSD 8GB Ram RTX 3050 15.6"" Inch FHD Win.11","EGP 37,500.00",0.0,0.0,MSI,0%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15ABR8, AMD Ryzen-7 7730U , 8GB RAM, 512GB SSD, 15.6 Inch Display, AMD Radeon™ 610M Graphics, Free Shoulder Bag, Extended 2-Year Warranty, Arctic Grey","EGP 27,699.00",0.0,0.0,Lenovo,0%,Laptops,Jumia
Microsoft Surface Pro 9 2-in-1 laptop Intel Core I7-1255U 256GB SSD 16GB Ram Intel Iris Xe graphics 13''Inch Win.11 -,"EGP 80,999.00",0.0,0.0,Microsoft,0%,Laptops,Jumia
MSI 15 B13VFK - I9-13900H- RAM 32G DDR5 ( 16GB*2 ) - 1TB NVMe PCIe SSD Gen4x4- VGA 1585 RTX 4060 GDDR6 8GB-  15.6 QHD (2560*1440) 165Hz- 2 YRS-Black( 9S7-158571-2229 ),"EGP 77,499.00",0.0,0.0,MSI,3%,Laptops,Jumia
"Lenovo Legion Pro 5 16IRX9 ( Core I7-14650HX-16G Ram DDR5-5600-1TB NVMe-VGA Nvidia 8G RTX4060-16″ WQXGA 240Hz- 4-Zone RGB Backlit, Arabic-Onyx Grey ) Lenovo Legion M300s RGB Gaming Mouse + Lenovo Legion Gaming Speed Mouse Pad M +2Yr Warranty","EGP 78,880.00",0.0,0.0,Lenovo,11%,Laptops,Jumia
"HP ENVY X360 14-ES1023DX 2-IN-1 (Intel CORE 7-150U-5.4GHz-16GB-512GB SSD-14″ FHD IPS TOUCH-CAMERA, FPR, BT- WIFI, WIN 11 HOME- INTEL IRIS XE GRAPHICS-SILVER )","EGP 47,890.00",0.0,0.0,HP,20%,Laptops,Jumia
"Lenovo Laptop I7-1255U-8Gb-512Gb Ssd - Iris Xe - 15.6"" Fhd Win11 Cloud Grey-Ideapad1 - 82Qd00Axed","EGP 26,520.00",5.0,0.0,Lenovo,26%,Laptops,Jumia
DELL Latitude 5430 Laptop - 12th Generation - Intel Core I5-1235U - 8GB DDR4 - M.2 512 GB PCIe NVMe,"EGP 49,280.00",0.0,0.0,DELL,12%,Laptops,Jumia
Lenovo LOQ 15IRX9 ( Core I7-14700HX-16G Ram DDR5-5600-1TB NVMe-VGA Nvidia 8G RTX4060-15.6FHD 144Hz-Luna Grey ) 2Yr Warranty,"EGP 61,200.00",0.0,0.0,Lenovo,15%,Laptops,Jumia
"Asus TUF FA506NFR-HN007W Ryzen™ R7 7435HS , 8GBRAM , 512GB SSD , RTX™ 2050 , 15.6'' FHD - Graphite Black","EGP 33,150.00",0.0,0.0,Asus,18%,Laptops,Jumia
Asus Vivobook 15 X1502ZA-BQ007W -15.6” FHD-Intel Ci7 12700H -8GB RAM- 512GB SSD- Intel UHD-Win11..,"EGP 27,999.00",4.0,0.0,Asus,20%,Laptops,Jumia
"Lenovo 83Dv008Qed-Loq 15Irx9 Intel® Core™ I7-13650Hx , Ram 16Gb , 512Gb Ssd , Nvidia®Rtx3050 , 15.6"" Fhd - Luna Grey","EGP 48,960.00",0.0,0.0,Lenovo,16%,Laptops,Jumia
HP Pavilion 15-dk2052ne Gaming Laptop - Intel® Core™ I7-11370H - 16GB RAM - 1TB SSD - 15.6-inch FHD - NVIDIA® GeForce RTX™ 3050 Ti  GPU - Windows 11 - Black - English/Arabic Keyboard,"EGP 70,000.00",5.0,0.0,HP,0%,Laptops,Jumia
"DELL Vostro 3520 Laptop - Intel Core I3-1215U - 4GB - 256GB SSD - Intel UHD Integrated Graphics - 15.6"" FHD - Ubuntu - Carbon Black","EGP 14,999.00",0.0,0.0,DELL,27%,Laptops,Jumia
"MSI Sword 17 HX B14VGKG Gaming Laptop, Intel Core I7-14650HX, 16G RAM, 1TB NVMe SSD, GeForce RTX 4070 8GB, 17 Inch QHD+ IPS 240Hz 100% DCI-P3 , Windows 11, Cosmos Gray","EGP 79,199.00",0.0,0.0,MSI,12%,Laptops,Jumia
Asus Laptop I7 -13620H - 16G - 512 Ssd - Rtx 4050 -15.6 Fhd - Win 11 - Jaeger Gray-Fx507Vu-Lp163W,"EGP 50,290.00",0.0,0.0,Asus,19%,Laptops,Jumia
"Microsoft Surface GO 1943 Laptop - Intel Core I5-1035G1 - 16GB - 256GB SSD - Intel UHD Graphics - 12.4"" FHD Touch - Win 10 Pro - Platinum","EGP 25,599.00",0.0,0.0,Microsoft,27%,Laptops,Jumia
Acer Nitro V 15 ANV15 51 755S Gaming Laptop  15.6 Inch FHD IPS 144Hz  Intel Core I7 13620H  16GB DDR5 RAM  512GB PCIe SSD  GeForce RTX 4050 6GB  Fingerprint Sensor  DOS  Black,"EGP 43,999.00",0.0,0.0,Acer,6%,Laptops,Jumia
Acer Aspire 5 A51557-55KJ Slim Business Laptop  15.6 Inch FHD IPS  Intel Core I512450H  8GB RAM  512GB PCIe SSD  Intel UHD Graphics Fingerprint Sensor  DOS  Black,"EGP 21,499.00",0.0,0.0,Acer,25%,Laptops,Jumia
DELL Laptop Ryzen 5 3450U - 8G - 256Gb - 15.6 Inch Fhd Carbon Black-Vostro 3515,"EGP 19,280.00",0.0,0.0,DELL,35%,Laptops,Jumia
Asus  TUF Gaming FX507VI LP066W Gaming Laptop 15.6 Inch FHD 144Hz 100% sRGB G-Sync Intel Core I7 13620H 16GB RAM 1TB PCIe SSD Nvidia GeForce RTX 4070 8GB Windows 11 Eclipse Gray,"EGP 65,999.00",0.0,0.0,Asus,20%,Laptops,Jumia
HP N.B-HP ENVY X360-14 2-in-1-es1013dx-core 5 120U-512GB SSD-8GB-Intel® Iris X-14.0-FHD-WIN11,"EGP 39,000.00",0.0,0.0,HP,0%,Laptops,Jumia
"HP 15-fc0034ne Laptop - AMD Ryzen™ 7-7730U - 16GB - 512GB SSD - AMD Radeon™ Graphics - 15.6"" FHD - Win11 - Natural Silver","EGP 27,828.00",1.0,0.0,HP,4%,Laptops,Jumia
"DELL Laptop Vostro 3520 , Intel Core I7-1255U, 512GB SSD, 16GB RAM, Intel Iris Xe Graphics, Ubuntu","EGP 32,781.00",0.0,0.0,DELL,27%,Laptops,Jumia
"Lenovo Laptop I3-1215U- 4G- 256Gb Ssd - Uhd Graphics-15.6"" Hd-Win 11 - Cloud Grey- 82Qd00Aued-Ideapad 1 15Iau7","EGP 16,520.00",0.0,0.0,Lenovo,11%,Laptops,Jumia
"MSI Thin A15 15.6” 144Hz FHD Gaming Laptop: Ryzen 5-7535HS, NVIDIA Geforce RTX 2050, 8GB DDR5, 512GB NVMe SSD, Cooler Boost 5, Win 11: B7UCX-218US","EGP 28,560.00",0.0,0.0,MSI,29%,Laptops,Jumia
HP PROBOOK 450-G10 ( Core I7-1355U-16GB Ram DDR4-3200-512GB NVMe-VGA Nvidia 4G RTX 2050-KB Backlit-15.6FHD Touch-FingerPrint-Silver ),"EGP 45,990.00",0.0,0.0,HP,14%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15IRH8 83EM007VED Laptop, Intel Core I7-13620H, 512GB SSD, 16GB RAM, 15.6 Inch, FHD Display, Integrated Intel UHD Graphics, Windows 11 – Arctic Grey With Laptop Casual Toploading Bag, Black","EGP 31,999.00",5.0,0.0,Lenovo,11%,Laptops,Jumia
"Acer   TravelMate P6 14 - I5 - 1335U 8GB 512GB 14""WUXGA W11P","EGP 37,660.00",0.0,0.0,Acer,20%,Laptops,Jumia
MSI Cyborg 15 A13VF 15.6 FHD 144Hz IPS Core I7-13620H RAM 16GB DDR5 512GB SSD GeForce RTX 4060 8GB+FREE BAGE,"EGP 50,299.00",0.0,0.0,MSI,33%,Laptops,Jumia
"Acer TravelMate P614 - I7 - 1355U 16GB 1TB SSD 14""WUXGA","EGP 43,520.00",0.0,0.0,Acer,26%,Laptops,Jumia
"Acer TravelMate P2 14 - I5 - 1335U 8GB 512GB 14""FHD W11P","EGP 25,950.00",0.0,0.0,Acer,23%,Laptops,Jumia
"Acer TravelMate P6 14 - 53 - I7 - 1355U 16GB 512TB SSD  14""WUXGA  Touch W11P","EGP 41,850.00",0.0,0.0,Acer,25%,Laptops,Jumia
DELL Latitude 5430 Laptop - 12th Generation - Intel Core I5-1235U - 8GB DDR4 - M.2 512 GB PCIe NVMe,"EGP 49,280.00",0.0,0.0,DELL,12%,Laptops,Jumia
"Acer Laptop  TravelMate P4 14 - I7 - 1260P 16GB 512GB 14""WUXGA  W11","EGP 32,650.00",0.0,0.0,Acer,27%,Laptops,Jumia
Acer Aspire 3 A315-44P-R4GH Slim Laptop NX.KSJEM.004 CPU AMD Ryzen 7 5700U RAM 8 GB DDR4 HDD 512GB M.2 NVMe SSD VGA AMD Radeon Graphics 15.6 DOS Warranty 1 Year,"EGP 21,999.00",0.0,0.0,Acer,12%,Laptops,Jumia
Lenovo LOQ  ( Core I5-12450HX-8G Ram DDR5-4800-512GB NVMe-VGA Nvidia 4G RTX2050-15.6FHD White Backlit- 144Hz-Luna Grey ) Lenovo LOQ M100 RGB Mouse + 2Yr Warranty,"EGP 31,980.00",0.0,0.0,Lenovo,20%,Laptops,Jumia
Asus  TUF Gaming FX507VU-LP163W Gaming Laptop 15.6 Inch FHD 144Hz Intel Core I7-13620H 16GB RAM 512GB SSD Nvidia GeForce RTX 4050 6GB Windows 11 Eclipse Gray,"EGP 47,999.00",0.0,0.0,Asus,15%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15IRH8 Laptop, Intel Core I5-13420H Processor, 15.6 Inch FHD Display, 512 GB SSD, 8 GB RAM LPDDR5, Intel UHD Graphics, Win11 Home, Arctic Grey - 83EM0081ED","EGP 24,999.00",0.0,0.0,Lenovo,0%,Laptops,Jumia
"DELL Vostro 3520 Intel® Core™ i3-1215U , 8GB RAM , 512GB SSD , intel UHD , 15.6""FHD - Black","EGP 17,340.00",0.0,0.0,DELL,18%,Laptops,Jumia
HP VICTUS 16T-R100 GAMING ( Core I7-14700HX-5.5GHz-32G Ram DDR5-5600-1TB SSD NVMe-VGA Nvidia 8GB RTX4060-16.1″ FHD IPS 144 Hz-Win 11 Home-Mica Silver ),"EGP 79,990.00",0.0,0.0,HP,10%,Laptops,Jumia
"Asus TUF Gaming F15 FX507VV-LP156W (90NR0BV8-M009Y0) Intel® Core™ i7-13620H - 16GB DDR5 - 1TB SSD - NVIDIA® RTX™ 4060 8GB DDR6 -15.6""FHD 144HZ 100%sRGB - Win 11 - Jaeger Gray","EGP 62,999.00",0.0,0.0,Asus,0%,Laptops,Jumia
Asus Vivobook 15 X1504VA-NJ1007 Intel Core I7-1355U – 16GB RAM – 512GB SSD – 16:9 15.6-Inch FHD Display – Intel Iris Xe – Quiet Blue,"EGP 28,660.00",0.0,0.0,Asus,25%,Laptops,Jumia
"Asus TUF DASH F15 FX506H, Intel Core I5-11400H, 8GB RAM, 512GB SSD, RTX 2050, 15.6 FHD - Black","EGP 35,999.00",0.0,0.0,Asus,5%,Laptops,Jumia
"Lenovo LOQ-E 15IAX9E Laptop Intel® Core™ I5-12450HX, 16GB RAM, 512GB SSD, NVIDIA® GeForce RTX™ 3050 6GB, 15.6”FHD 144Hz, Windows 11 - Luna Grey","EGP 36,210.00",0.0,0.0,Lenovo,25%,Laptops,Jumia
MSI  Modern 14 F13MG Thin and Light Laptop 14 Inch FHD IPS  Intel Core i7 1355U 8GB RAM 512GB SSD   Intel Iris Xe Graphics   White Backlit Keyboard,"EGP 26,499.00",0.0,0.0,MSI,9%,Laptops,Jumia
"DELL Vostro 3520-E002 Intel Core I7-1255U, 16GB Ram, 512GB SSD, Iris Xe Graphics, 15.6 Inches FHD - Black","EGP 30,600.00",0.0,0.0,DELL,15%,Laptops,Jumia
"MSI Thin 15 B13UCX - Core I7-13620H- 16GB Ram- 512GB SSD- RTX 2050 GDDR6 4GB-15.6"" 144HZ- Win 11","EGP 35,888.00",0.0,0.0,MSI,10%,Laptops,Jumia
Lenovo Laptop LENOVO Ideapad Slim3 15IRH8 -I5-13420H 8G-512SSD 83EM007LPS GREY,"EGP 23,190.00",4.0,0.0,Lenovo,11%,Laptops,Jumia
"Lenovo Yoga 7 2-in-1 16IML9 Laptop - Intel Core Ultra 7-155U - 16GB - 1TB SSD - Integrated Intel Graphics - 16"" WUXGA Touch - Win11 - Silver","EGP 81,499.00",0.0,0.0,Lenovo,27%,Laptops,Jumia
"Asus Vivobook Go 15 E1504FA-NJ001 AMD Ryzen™ 3 7320U , 4GBRAM , 256GB - AMD Radeon™ , 15.6'' FHD - Green Grey","EGP 12,650.00",0.0,0.0,Asus,24%,Laptops,Jumia
"Lenovo IdeaPad Slim 3 15IRH8 Intel Core i5-13420H 512GB SSD 8GB Ram Intel UHD Graphics 15.6"" Inch FHD - Arctic Grey","EGP 23,333.00",0.0,0.0,Lenovo,7%,Laptops,Jumia
MSI 15 A13UDX Intel Core I5-13420H 16GB Ram 512GB SSD RTX 3050 6GB 15.6 Inch FHD,"EGP 34,999.00",0.0,0.0,MSI,13%,Laptops,Jumia
"MSI Modern 14 C12MO Intel Core i3-1215U 256GB SSD 8GB Ram Intel UHD Graphics 14.0"" Inch FHD - Classic Black","EGP 15,440.00",0.0,0.0,MSI,14%,Laptops,Jumia
"DELL Vostro 3515 Ryzen 3 3250U 4Gb Ram, 128Gb Ssd, 15.6 Inch Fhd - Black","EGP 16,320.00",0.0,0.0,DELL,18%,Laptops,Jumia
"Acer Nitro V16 Intel® Core™ i7-14650HX, 16GB Ram, 512GB SSD, RTX 4050, 16"" WQXGA , Win11 - Black","EGP 61,200.00",0.0,0.0,Acer,21%,Laptops,Jumia
Lenovo IdeaPad Slim 3 15IRH8 ( Core I7-13620H-16G Ram DDR5-4800-512GB NVMe-Integrated Intel UHD Graphics-15.6 FHD-Arctic Grey ) Bag Lenovo + 2Yr Warranty,"EGP 31,890.00",0.0,0.0,Lenovo,18%,Laptops,Jumia
"Lenovo LOQ Essential 15IAX9E Laptop - Intel Core I7-12650HX - 16GB - 512GB SSD - NVIDIA GeForce RTX 4050 6GB - 15.6"" FHD - Win11 - Grey","EGP 45,999.00",0.0,0.0,Lenovo,24%,Laptops,Jumia
"Asus Vivobook 15 X1504VA-NJ005 Intel® Core™i5-1335U , 8GBRAM , 512GB , UHD , 15.6"" FHD - Quiet Blue","EGP 22,540.00",0.0,0.0,Asus,9%,Laptops,Jumia
"Apple MacBook Air 13 Inch M3 Chip With 8-core CPU And 8-core GPU, 8GB, 256GB SSD - Silver","EGP 58,999.00",0.0,0.0,Apple,3%,Laptops,Jumia
"MSI Thin 15 A B7VF Laptop, Ryzen 7 7735HS, 16GB Ram, 512GB SSD, RTX 4050 6GB, 15.6"" FHD 144Hz - Cosmos Gray","EGP 43,350.00",0.0,0.0,MSI,19%,Laptops,Jumia
"Asus Zenbook DUO UX8406MA-OLEDI7IG Intel Ultra 7 -155H, 16GB Ram, 1TB SSD- ARC Graphics, 14 inches OLED, WIN11-","EGP 87,510.00",0.0,0.0,Asus,29%,Laptops,Jumia
"Asus  Vivobook 16X K3605VV N1116W Laptop  Intel Core i7 13700H  16G RAM  512GB NVMe SSD  GeForce RTX 4060 8GB  16 Inch FHD IPS 120Hz 100% sRGB, Windows 11  Indie Black","EGP 52,999.00",0.0,0.0,Asus,9%,Laptops,Jumia
"HP Pavilion X360 2-in-1 14-ek1019ne Laptop, Intel Core I5-1335U Processor, 14 Inch FHD Display, 512 GB SSD, 8 GB RAM DDR4, Intel Iris Xe Graphics, Win11 Home, Silver","EGP 36,190.00",0.0,0.0,HP,2%,Laptops,Jumia
"Asus ROG Strix G16 G614JV-N3487W Laptop - Intel Core I7-13650HX - 16GB - 1TB SSD - NVIDIA GeForce RTX 4060 8GB - 16"" FHD - Win11 - Eclipse Gray","EGP 74,499.00",0.0,0.0,Asus,27%,Laptops,Jumia
DELL Vostro 3530 ( Core I7-1355U12 MB Cache 10- 8GB Ram DDR4-3200- 512GB -Intel UHD Graphics-15.6FHD 120Hz- Black ),"EGP 29,280.00",0.0,0.0,DELL,5%,Laptops,Jumia
"MSI Thin 15 B12VE Intel® Core™i5-12450H , 8GB RAM , 512 GB SSD , RTX 4050 , 15.6"" FHD - Gray","EGP 38,760.00",0.0,0.0,MSI,22%,Laptops,Jumia
"Lenovo 83GS008QED-LOQ 15IAX9 Intel® Core™ i5-12450HX , 8GB RAM , 512GB SSD , RTX2050 , 15.6"" FHD - Grey","EGP 32,540.00",0.0,0.0,Lenovo,20%,Laptops,Jumia
MSI 15 F13MG CPU Raptor Lake I5-1335U RAM Onboard DDR4 8GB ( 3200MHz ) HDD 512 GB NVMe PCIe SSD UHD Intel Iris Xe Graphics Single Backlight KB (White) 14 FHD (1920*1080) 60Hz IPS – Level(9S7-15S122-057 ),"EGP 20,888.00",0.0,0.0,MSI,15%,Laptops,Jumia
"Acer Nitro V15 Ryzen 5 - 7535HS, 8GB Ram, 512GB SSD, RTX 3050, 15.6"" FHD, Win 11 - Black","EGP 37,940.00",0.0,0.0,Acer,18%,Laptops,Jumia
MSI Thin 15 B 13VE -CPU Raptor Lake i7 13620H -RAM 16G DDR4 (3200MHz) -512GB NVMe PCIe SSD -VGA RTX 4050 GDDR6 6GB- FHD 144Hz IPS-Blue Backlit -2 Yr -Cosmos Gray ( 9S7-16R831-2614 ),"EGP 45,499.00",0.0,0.0,MSI,12%,Laptops,Jumia
"HP Laptop HP Probook 470 G10-8A6D0EA, Intel Core-i5-1335U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, 17.3 Inch FHD-300nits-IPS, Island Style KB, Asteroid Silver..","EGP 34,455.00",0.0,0.0,HP,9%,Laptops,Jumia
"Lenovo LOQ 15IRX9(Intel® Core™ I7-13650HX -Ram 16GB DDR5 -Hard 512 GB SSD -GPU NVIDIA® RTX™ 3050 6GB -Display 15.6"" FHD IPS 144HZ- OS DOS-Color Luna Grey -Keyboard WhiteBacklit)","EGP 47,999.00",0.0,0.0,Lenovo,0%,Laptops,Jumia
"Lenovo LOQ 15IAX9E (83LK0071ED) Intel® Core™ i5-12450HX - 16GB DDR5- 512GB SSD - NVIDIA®RTX™ 4050 6GB -15.6"" FHD 100% sRGB 144Hz - DOS -Luna Grey","EGP 40,999.00",0.0,0.0,Lenovo,0%,Laptops,Jumia
Gigabyte LAPTOP GIGABYTE – G5 KF5 H3EE354KD Gaming Laptop Intel Core I7-13620H RAM 16GB DDR5 HDD 512 SSD NVIDIA GeForce RTX 4060 – 144Hz 1920×1080 FHD – Win11 Home,"EGP 56,999.00",0.0,0.0,Gigabyte,5%,Laptops,Jumia
